MMI,CDPHE,Revised,Used in MMI,Phylum,Class,Order,Family,Genus,Species,Subspecies,Variety,Form
Nitzschia_frustulum_var._subsalina,Nitzschia_frustulum_var._subsalina,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frustulum,,Nitzschia frustulum var. subsalina,
Nitzschia_gracilis,Nitzschia_gracilis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia gracilis,,,
Nitzschia_hantzschiana,Nitzschia_hantzschiana,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia hantzschiana,,,
Nitzschia_heufleriana,Nitzschia_heufleriana,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia heufleriana,,,
Nitzschia_homburgiensis,Nitzschia_homburgiensis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia homburgiensis,,,
Nitzschia_inconspicua,Nitzschia_inconspicua,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia inconspicua,,,
Nitzschia_intermedia,Nitzschia_intermedia,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia intermedia,,,
Nitzschia_lacuum,Nitzschia_lacuum,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia lacuum,,,
Nitzschia_lancettula,Nitzschia_lancettula,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia lancettula,,,
Nitzschia_liebethruthii,Nitzschia_liebethruthii,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia liebethruthii,,,
Nitzschia_linearis,Nitzschia_linearis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia linearis,,,
Nitzschia_linearis_var._subtilis,Nitzschia_linearis_var._subtilis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia linearis,,Nitzschia linearis var. subtilis,
Nitzschia_microcephala,Nitzschia_microcephala,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia microcephala,,,
Nitzschia_nana,Nitzschia_nana,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia nana,,,
Nitzschia_obtusa,Nitzschia_obtusa,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia obtusa,,,
Nitzschia_palea,Nitzschia_palea,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,,,
Nitzschia_palea_var._debilis,Nitzschia_palea_var._debilis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,,Nitzschia palea var. debilis,
Nitzschia_paleacea,Nitzschia_paleacea,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia paleacea,,,
Nitzschia_perminuta,Nitzschia_perminuta,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia perminuta,,,
Nitzschia_pumila,Nitzschia_pumila,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia pumila,,,
Nitzschia_pura,Nitzschia_pura,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia pura,,,
Nitzschia_pusilla,Nitzschia_pusilla,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia pusilla,,,
Nitzschia_recta,Nitzschia_recta,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia recta,,,
Nitzschia_reversa,Nitzschia_reversa,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia reversa,,,
Nitzschia_sigma,Nitzschia_sigma,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sigma,,,
Nitzschia_sinuata,Nitzschia_sinuata,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sinuata,,,
Nitzschia_solita,Nitzschia_solita,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia solita,,,
Nitzschia_sublinearis,Nitzschia_sublinearis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sublinearis,,,
Nitzschia_tubicole,Nitzschia_tubicole,N,N,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia tubicole,,,
Nitzschia_valdecostata,Nitzschia_valdecostata,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia valdecostata,,,
Nitzschia_vermicularis,Nitzschia_vermicularis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia vermicularis,,,
Pinnularia,Pinnularia,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,,,,
Pinnularia_acrosphaeria,Pinnularia_acrosphaeria,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia acrosphaeria,,,
Pinnularia_biceps,Pinnularia_biceps,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia biceps,,,
Pinnularia_borealis,Pinnularia_borealis,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia borealis,,,
Pinnularia_brebissonii,Pinnularia_brebissonii,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia brebissonii,,,
Pinnularia_caudata,Pinnularia_microstauron_var._nonfasciata,Y,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia caudata,,,
Pinnularia_gibba,Pinnularia_gibba,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia gibba,,,
Pinnularia_interrupta,Pinnularia_interrupta,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia interrupta,,,
Pinnularia_lagerstedtii,Pinnularia_lagerstedtii,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia lagerstedtii,,,
Pinnularia_microstauron,Pinnularia_microstauron,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia microstauron,,,
Pinnularia_neomajor,Pinnularia_neomajor,N,N,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia neomajor,,,
Pinnularia_obscura,Pinnularia_obscura,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia obscura,,,
Pinnularia_sinistra,Pinnularia_sinistra,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sinistra,,,
Pinnularia_subcapitata,Pinnularia_subcapitata,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia subcapitata,,,
Pinnularia_subgibba_var._undulata,Pinnularia_subgibba_var._undulata,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia subgibba var. undulata,,,
Pinnularia_viridis,Pinnularia_viridis,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia viridis,,,
Placoneis,Placoneis,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,,,,
Placoneis_abiskoensis,Navicula_abiskoensis,Y,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis abiskoensis,,,
Placoneis_clementioides,Placoneis_clementioides,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis clementioides,,,
Placoneis_clementis,Placoneis_clementis,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis clementis,,,
Placoneis_elginensis,Placoneis_elginensis,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis elginensis,,,
Placoneis_gastrum,Placoneis_gastrum,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis gastrum,,,
Placoneis_placentula,Placoneis_placentula,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis placentula,,,
Placoneis_pseudanglica,Navicula_pseudoanglica,Y,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis pseudanglica,,,
Placoneis_pseudanglica,Placoneis_pseudanglica,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis pseudanglica,,,
Placoneis_pseudanglica,Placoneis_pseudanglica,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis pseudanglica,,,
Planothidium_daui,Planothidium_daui,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium daui,,,
Planothidium_delicatulum,Planothidium_delicatulum,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium delicatulum,,,
Planothidium_dubium,Planothidium_dubium,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium dubium,,,
Planothidium_engelbrechtii,Achnanthes_engelbrechtii,Y,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium engelbrechtii,,,
Planothidium_lanceolatum,Planothidium_lanceolatum,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium lanceolatum,,,
Planothidium_rostratum,Planothidium_rostratum,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium rostratum,,,
Pleurosigma_delicatulum,Pleurosigma_delicatulum,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma delicatulum,,,
Pleurosira_laevis,Biddulphia_laevis,Y,Y,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Pleurosira,Pleurosira laevis,,,
Psammothidium,Psammothidium,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,,,,
Psammothidium,Psammothidium,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,,,,
Psammothidium_abundans_fo._rosenstockii,Achnanthes_linearis_f._curta,Y,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,Psammothidium abundans,,,Psammothidium abundans f. rosenstockii
Psammothidium_chlidanos,Achnanthes_chlidanos,Y,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,Psammothidium chlidanos,,,
Psammothidium_helveticum,Achnanthes_helvetica,Y,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,Psammothidium helveticum,,,
Psammothidium_subatomoides,Psammothidium_subatomoides,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Psammothidium,Psammothidium subatomoides,,,
Pseudostaurosira_brevistriata,Pseudostaurosira_brevistriata,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,Pseudostaurosira brevistriata,,,
Pseudostaurosira_parasitica,Synedra_parasitica,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,Pseudostaurosira parasitica,,,
Pseudostaurosira_robusta,Fragilaria_robusta,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,Pseudostaurosira robusta,,,
Pseudostaurosira_subsalina,Pseudostaurosira_subsalina,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,Pseudostaurosira subsalina,,,
Punctastriata_lancettula,Punctastriata_lancettula,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Punctastriata,Punctastriata lancettula,,,
Puncticulata_bodanica,Punticulata_bodanica,Y,Y,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Puncticulata,Puncticulata bodanica,,,
Reimeria_sinuata,Cymbella_sinuata,Y,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,Reimeria sinuata,,,
Reimeria_sinuata,Cymbella_sinuata,Y,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,Reimeria sinuata,,,
Rexlowea_navicularis,Navicula_semen,Y,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Rexlowea,Rexlowea navicularis,,,
Rhoicosphenia_abbreviata,Rhoicosphenia_abbreviata,N,Y,Bacillariophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,,,
Rhopalodia,Rhopalodia,N,Y,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,,,,
Rhopalodia_gibba,Rhopalodia_gibba,N,Y,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia gibba,,,
Rhopalodia_gibberula,Rhopalodia_gibberula,N,Y,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia gibberula,,,
Rhopalodia_musculus,Rhopalodia_musculus,N,Y,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia musculus,,,
Rhopalodia_musculus_var._succincta,Rhopalodia_musculus_var._succincta,N,N,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia musculus,,Rhopalodia musculus var. succincta,
Rhopalodia_operculata,Rhopalodia_operculata,N,Y,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia operculata,,,
Rossithidium_linearis,Achnanthidium_lineare,Y,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Rossithidium,Rossithidium linearis,,,
Rossithidium_petersenii,Rossithidium_petersenii,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Rossithidium,Rossithidium petersenii,,,
Rossithidium_pusillum,Rossithidium_pusillum,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Rossithidium,Rossithidium pusillum,,,
Rossithidium_pusillum,Rossithidium_pusillum,N,Y,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Rossithidium,Rossithidium pusillum,,,
Sellaphora_americana,Sellaphora_americana,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora americana,,,
Sellaphora_bacillum,Sellaphora_bacillum,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora bacillum,,,
Sellaphora_capitata,Sellaphora_capitata,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora capitata,,,
Sellaphora_laevissima,Sellaphora_laevissima,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora laevissima,,,
Sellaphora_nigri,Eolimna_minima,Y,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora nigri,,,
Sellaphora_pupula,Sellaphora_pupula,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,,,
Sellaphora_pupula,Sellaphora_pupula,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora pupula,,,
Skabitschewskia_peragalloi,Achnanthes_peragalloi,Y,N,Bacillariophyta,Bacillariophyceae,Cocconeidales,Achnanthidiaceae,Skabitschewskia,Skabitschewskia peragalloi,,,
Stauroneis,Stauroneis,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,,,,
Stauroneis_anceps,Stauroneis_anceps,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis anceps,,,
Stauroneis_anceps,Stauroneis_amphicephala,Y,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis anceps,,,
Stauroneis_heimii,Stauroneis_heimii,N,N,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis heimii,,,
Stauroneis_kriegeri,Stauroneis_kriegeri,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis kriegeri,,,
Stauroneis_phoenicenteron,Stauroneis_phoenicenteron,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis phoenicenteron,,,
Stauroneis_smithii,Stauroneis_smithii,N,Y,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis smithii,,,
Staurosira_construens,Staurosira_construens,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira construens,,,
Staurosira_construens_var._binodis,Fragilaria_construens_f._binodis,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira construens,,Staurosira construens var. binodis,
Staurosira_elliptica,Staurosira_elliptica,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira elliptica,,,
Staurosira_venter,Staurosira_venter,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira venter,,,
Staurosirella_leptostauron,Staurosirella_leptostauron,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella leptostauron,,,
Staurosirella_leptostauron_var._dubia,Staurosirella_dubia,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella leptostauron,,Staurosirella leptostauron var. dubia,
Staurosirella_leptostauron_var._dubia,Staurosirella_dubia,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella leptostauron,,Staurosirella leptostauron var. dubia,
Staurosirella_martyi,Martyana_martyi._Staurosirella_martyi,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella martyi,,,
Staurosirella_pinnata,Staurosirella_pinnata,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella pinnata,,,
Staurosirella_pinnata,Fragilaria_pinnata_var._acuminatum,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella pinnata,,,
Staurosirella_pinnata_var._intercedens,Staurosirella_pinnata_var._intercedens,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,Staurosirella pinnata,,Staurosirella pinnata var. intercedens,
Stephanodiscus,Stephanodiscus,N,Y,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,,,
Stephanodiscus_hantzschii,Stephanodiscus_hantzschii,N,Y,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,,,
Stephanodiscus_niagarae,Stephanodiscus_niagarae,N,Y,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus niagarae,,,
Surirella,Surirella,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,,,,
Surirella,Surirella,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,,,,
Surirella_amphioxys,Surirella_amphioxys,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella amphioxys,,,
Surirella_angusta,Surirella_angusta,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella angusta,,,
Surirella_brebissonii,Surirella_brebissonii,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella brebissonii,,,
Surirella_elegans,Surirella_elegans,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella elegans,,,
Surirella_linearis,Surirella_linearis,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella linearis,,,
Surirella_linearis_var._helvetica,Surirella_linearis_var._helvetica,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella linearis,,Surirella linearis var. helvetica,
Surirella_minuta,Surirella_minuta,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella minuta,,,
Surirella_ovalis,Surirella_ovalis,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella ovalis,,,
Surirella_spiralis,Surirella_spiralis,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella spiralis,,,
Surirella_tenera,Surirella_tenera,N,Y,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,Surirella tenera,,,
Synedra_acus,Synedra_acus,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra acus,,,
Synedra_delicatissima,Synedra_delicatissima,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra delicatissima,,,
Synedra_famelica,Synedra_famelica,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra famelica,,,
Synedra_mazamaensis,Synedra_mazamaensis,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra mazamaensis,,,
Synedra_nana,Synedra_nana,N,N,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra nana,,,
Synedra_rumpens,Synedra_rumpens,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra rumpens,,,
Synedra_rumpens_var._familiaris,Synedra_rumpens_var._familiaris,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra rumpens,,Synedra rumpens var. familiaris,
Synedra_ulna_var._danica,Synedra_ulna_var._danica,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra ulna,,Synedra ulna var. danica,
Tabellaria_fenestrata,Tabellaria_fenestrata,N,Y,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,Tabellaria fenestrata,,,
Tabellaria_flocculosa,Tabellaria_flocculosa,N,Y,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,Tabellaria flocculosa,,,
Tabularia_fasciculata,Tabularia_fasciculata,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,Tabularia fasciculata,,,
Thalassiosira_pseudonana,Thalassiosira_pseudonana,N,Y,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,,,
Tryblionella,Tryblionella,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,,,,
Tryblionella_apiculata,Tryblionella_apiculata,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella apiculata,,,
Tryblionella_calida,Tryblionella_calida,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella calida,,,
Tryblionella_hungarica,Tryblionella_hungarica,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella hungarica,,,
Tryblionella_littoralis,Tryblionella_littoralis,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella littoralis,,,
Tryblionella_salinarum,Tryblionella_salinarum,N,Y,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,Tryblionella salinarum,,,
Ulnaria_capitata,Synedra_dilatata._Fragilaria_dilatata,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria capitata,,,
Ulnaria_contracta,Ulnaria_contracta,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria contracta,,,
Ulnaria_oxyrhyncus,Synedra_ulna_var._oxyrhynchus,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria oxyrhyncus,,,
Ulnaria_ulna,Ulnaria_ulna,N,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria ulna,,,
Ulnaria_ulna_var._subaequalis,Synedra_ulna_var._subaequalis,Y,Y,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria ulna,,Ulnaria ulna var. subaequalis,
